id,predict_0,predict_1,predict_2
11066,0.991301715374,0.00817689020187,0.000521381793078
18000,0.320095658302,0.057345803827,0.622558534145
16964,0.994533777237,0.00515523459762,0.000310970121063
4795,0.82206350565,0.174033790827,0.00390276452526
3392,0.258631765842,0.707224369049,0.0341438874602
3795,0.217893585563,0.777967214584,0.00413917098194
2881,0.919070780277,0.0804517567158,0.000477508147014
1903,0.0681689232588,0.0538877174258,0.877943336964
5245,0.950967609882,0.0455527827144,0.00347964419052
6726,0.939134776592,0.0596607998013,0.0012043970637
1311,0.950142741203,0.0494905561209,0.00036664729123
15795,0.398440629244,0.601055383682,0.000503928400576
4315,0.901825904846,0.0825235396624,0.0156505554914
3393,0.328406959772,0.0644285008311,0.607164502144
6764,0.893349885941,0.0869134292006,0.0197367351502
13039,0.624940872192,0.374503493309,0.000555674603675
12331,0.846815764904,0.0244649332017,0.128719329834
14276,0.408814013004,0.500474452972,0.0907115936279
14638,0.953388690948,0.0462363548577,0.000374950002879
6573,0.994069933891,0.00580012518913,0.000129963344079
2222,0.326277524233,0.0469347424805,0.626787722111
8824,0.992295026779,0.00755264004692,0.000152305699885
6360,0.773330688477,0.212394148111,0.0142751699314
7553,0.394459158182,0.0705752894282,0.534965515137
13760,0.281581640244,0.595910012722,0.122508361936
4284,0.693603098392,0.25088852644,0.0555083453655
1356,0.893224596977,0.0741158127785,0.0326596014202
3410,0.978570282459,0.0197940394282,0.00163563410752
4830,0.388224869967,0.591621220112,0.020153908059
8998,0.464263945818,0.527798235416,0.00793781597167
18052,0.991845667362,0.00791514851153,0.000239204557147
7539,0.962678611279,0.0370957218111,0.000225666517508
9529,0.949547588825,0.0479439347982,0.00250851782039
3656,0.942369639874,0.0555014573038,0.00212885159999
14238,0.636322915554,0.336210638285,0.0274664070457
2682,0.615535795689,0.383826911449,0.000637253862806
7312,0.681950628757,0.303820192814,0.0142291598022
12971,0.876215517521,0.10005337745,0.0237310826778
10735,0.499562442303,0.499881356955,0.000556227518246
4050,0.781135082245,0.200747430325,0.0181175172329
5943,0.95903980732,0.0406152233481,0.000344933563611
6482,0.617158949375,0.379983276129,0.00285778520629
9746,0.393723249435,0.0902497917414,0.516026973724
13320,0.256633400917,0.0568372271955,0.68652933836
803,0.756981432438,0.221069276333,0.0219492502511
15437,0.906831264496,0.0846329033375,0.0085358871147
12302,0.989957273006,0.00990176200867,0.000140983625897
12271,0.835725009441,0.163887441158,0.000387617299566
5341,0.954934000969,0.0314117185771,0.0136543130502
4427,0.99656867981,0.00332782324404,0.000103521640995
529,0.900114655495,0.0591937229037,0.040691588074
2022,0.983782351017,0.015321216546,0.000896383542567
14625,0.984279751778,0.0155557319522,0.000164463825058
2922,0.212584987283,0.764342844486,0.0230721309781
