id,predict_0,predict_1,predict_2
11066,0.9860201478,0.0133127626032,0.00066708389204
18000,0.30657428503,0.0731284171343,0.620297312737
16964,0.995094537735,0.00452883681282,0.000376591953682
4795,0.809140920639,0.186172693968,0.00468639936298
3392,0.325849443674,0.625324964523,0.0488255918026
3795,0.296812206507,0.693569421768,0.00961839966476
2881,0.909886717796,0.0895024985075,0.000610742310528
1903,0.30615785718,0.141361162066,0.55248093605
5245,0.950141131878,0.0457506775856,0.00410817703232
6726,0.94580322504,0.0528678223491,0.00132890348323
1311,0.927536547184,0.0719168111682,0.000546694092918
15795,0.442473351955,0.557221889496,0.000304772052914
4315,0.892284154892,0.0979433730245,0.00977244134992
3393,0.290416002274,0.0557136796415,0.653870344162
6764,0.881938815117,0.1021733284,0.0158878248185
13039,0.641689836979,0.358033895493,0.000276249484159
12331,0.783033192158,0.0534086115658,0.163558244705
14276,0.373762637377,0.550232708454,0.076004691422
14638,0.94964915514,0.0501547791064,0.000196103428607
6573,0.992794811726,0.00703496206552,0.000170218409039
2222,0.377271354198,0.0445861816406,0.578142464161
8824,0.994116902351,0.0057374141179,0.000145725876791
6360,0.708448052406,0.28610265255,0.00544932112098
7553,0.381473749876,0.1333578825,0.485168337822
13760,0.374994874001,0.49861073494,0.126394376159
4284,0.572759330273,0.374328583479,0.0529121160507
1356,0.92230963707,0.0504358783364,0.0272545292974
3410,0.967886090279,0.0303272437304,0.00178669078741
4830,0.39970946312,0.542572021484,0.0577185451984
8998,0.458599448204,0.527626872063,0.0137737188488
18052,0.989956140518,0.00967981573194,0.000364019506378
7539,0.945962071419,0.0537757053971,0.000262243731413
9529,0.952545583248,0.0438414625823,0.00361296650954
3656,0.935075581074,0.060506593436,0.00441783107817
14238,0.628447830677,0.345464766026,0.0260873809457
2682,0.535356104374,0.464234054089,0.00040984354564
7312,0.599523663521,0.37866461277,0.02181170322
12971,0.919311583042,0.0646976232529,0.0159907490015
10735,0.503929972649,0.495788663626,0.000281335844193
4050,0.767550468445,0.222210526466,0.0102390181273
5943,0.964841961861,0.0349682942033,0.000189784084796
6482,0.589611172676,0.408136188984,0.00225261319429
9746,0.397950828075,0.0828784555197,0.519170701504
13320,0.248780876398,0.0663105919957,0.684908568859
803,0.701338350773,0.279828429222,0.0188331920654
15437,0.927502095699,0.0678821578622,0.0046158018522
12302,0.985302567482,0.0145030776039,0.00019438326126
12271,0.739297330379,0.260158926249,0.000543743022718
5341,0.937886595726,0.0395028851926,0.0226104930043
4427,0.99629253149,0.0035886510741,0.000118756346637
529,0.888118028641,0.0672616139054,0.0446203202009
2022,0.987985193729,0.0111884539947,0.000826276140288
14625,0.97801721096,0.0217620562762,0.000220749163418
2922,0.208573788404,0.748620867729,0.0428053475916
16330,0.178669825196,0.0776585042477,0.743671655655
12890,0.927671432495,0.0720368847251,0.000291683943942
2140,0.581455647945,0.417998105288,0.000546209514141
13484,0.822322666645,0.174551561475,0.003125755582
12392,0.963902831078,0.0359411239624,0.000156045134645
2322,0.356832236052,0.0594879202545,0.58367985487
567,0.155036523938,0.0624061711133,0.782557308674
4436,0.908185899258,0.0913338884711,0.000480188668007
12156,0.987506628036,0.0123237250373,0.000169602935784
7508,0.745006382465,0.241870000958,0.0131236454472
6184,0.859943628311,0.100959435105,0.0390969365835
12213,0.973270893097,0.0195021741092,0.00722690159455
6458,0.183776021004,0.202291935682,0.613932073116
13967,0.917813718319,0.0806705728173,0.00151572329924
894,0.808599472046,0.18103595078,0.0103646358475
7461,0.220366984606,0.473176419735,0.306456565857
8949,0.892816662788,0.105692863464,0.00149045628496
3477,0.307991743088,0.680629491806,0.0113787660375
2779,0.984552264214,0.0148840127513,0.000563716283068
13551,0.676674246788,0.304721951485,0.0186038129032
8297,0.945821404457,0.0530480146408,0.00113058171701
5050,0.325877696276,0.662610054016,0.0115122729912
10716,0.629511296749,0.369111448526,0.00137728732079
16075,0.700716972351,0.290522098541,0.00876093283296
1366,0.485397338867,0.507749438286,0.00685319583863
774,0.993962585926,0.00591506855562,0.000122289216961
7406,0.628642499447,0.368584752083,0.00277271401137
2526,0.451941430569,0.391189903021,0.156868636608
9649,0.936987996101,0.0616971030831,0.0013149153674
16115,0.189851924777,0.547501564026,0.262646526098
14749,0.236997783184,0.183032527566,0.579969763756
14952,0.531274795532,0.0774706602097,0.39125457406
4786,0.237490206957,0.0843066424131,0.678203165531
16513,0.947439312935,0.0516204424202,0.000940238765907
2002,0.997094511986,0.00261156540364,0.000293912104098
4701,0.424187481403,0.560503840446,0.0153086492792
7742,0.728985488415,0.235469579697,0.0355449281633
5905,0.748629927635,0.245751827955,0.00561825698242
685,0.611503243446,0.365069538355,0.0234272629023
11857,0.82313555479,0.176578804851,0.000285675487248
11628,0.303172618151,0.594667255878,0.102160140872
15024,0.87501758337,0.122376859188,0.00260558817536
4168,0.976489841938,0.0180947110057,0.00541543168947
11914,0.715864002705,0.275464743376,0.00867130234838
5293,0.966013371944,0.0337490737438,0.000237558691879
3374,0.375076413155,0.624316334724,0.000607217487413
13055,0.997788071632,0.0021172312554,9.46897416725e-05
17759,0.141146510839,0.840425908566,0.018427528441
590,0.71682369709,0.277787774801,0.00538852484897
1353,0.968753933907,0.03111143969,0.000134613510454
11938,0.0794019028544,0.0986308902502,0.821967244148
1018,0.25301733613,0.385021626949,0.361961036921
14945,0.55338203907,0.446325480938,0.000292523181997
1001,0.928638994694,0.0683358535171,0.00302511965856
3587,0.816683828831,0.156503140926,0.0268130265176
868,0.987990915775,0.0118412571028,0.000167883787071
9296,0.20195889473,0.0631883740425,0.734852731228
12455,0.847850799561,0.150943920016,0.00120525318198
17132,0.714397907257,0.217120170593,0.0684819668531
10240,0.990280210972,0.0066237160936,0.00309605733491
3696,0.143191024661,0.656965911388,0.199843078852
10355,0.493999540806,0.495687931776,0.0103125879541
2206,0.38177588582,0.617205262184,0.00101884675678
14590,0.995807051659,0.00381864164956,0.000374317954993
13191,0.882030010223,0.115593597293,0.00237636035308
5882,0.956393957138,0.0434364266694,0.000169563907548
12653,0.243841037154,0.755895495415,0.000263480149442
1491,0.110037989914,0.866995871067,0.0229661203921
1176,0.761106789112,0.217764928937,0.021128244698
11246,0.322605192661,0.140793099999,0.53660172224
14557,0.355972528458,0.565644323826,0.0783831179142
4772,0.12125300616,0.453102141619,0.425644874573
17192,0.692974328995,0.306711554527,0.000314153090585
10637,0.557296395302,0.439581871033,0.00312173715793
3281,0.882963597775,0.115195885301,0.00184048223309
3191,0.692214310169,0.257265418768,0.0505202747881
672,0.949656903744,0.0501551888883,0.000187918572919
6301,0.852941691875,0.144130110741,0.00292817689478
10309,0.957580506802,0.0422460995615,0.000173475957126
1734,0.682867705822,0.316545605659,0.000586676585954
2990,0.15100941062,0.844602167606,0.00438847532496
5746,0.388190954924,0.606404602528,0.00540447700769
15289,0.565741300583,0.430776745081,0.00348197552375
2971,0.994500398636,0.00535045145079,0.000149123981828
9771,0.673938035965,0.172064304352,0.15399761498
11253,0.273157119751,0.712557077408,0.0142858671024
14576,0.275658994913,0.659875631332,0.0644653812051
4688,0.365536898375,0.160962253809,0.473500877619
14469,0.770488083363,0.225879222155,0.00363274849951
9298,0.937507688999,0.044475119561,0.0180171318352
16099,0.244732871652,0.740533411503,0.0147337131202
17316,0.267693221569,0.442032396793,0.29027441144
15212,0.998352408409,0.00155776180327,8.98162761587e-05
10691,0.971281886101,0.0208790693432,0.00783900171518
3805,0.993159770966,0.00668012583628,0.000160121242516
6418,0.333657115698,0.639030754566,0.027312155813
1158,0.680593073368,0.318434864283,0.000972045119852
7768,0.985215306282,0.014115861617,0.000668811262585
4834,0.122603200376,0.041444581002,0.835952162743
10914,0.492300957441,0.507467091084,0.000231996687944
14606,0.66054302454,0.335531949997,0.00392505154014
3220,0.865240335464,0.111894257367,0.0228653661907
10433,0.943755149841,0.0542311891913,0.00201370194554
11251,0.0614921972156,0.0550683625042,0.883439421654
8084,0.496672987938,0.502999722958,0.000327283778461
522,0.864930510521,0.13136176765,0.00370775419287
17299,0.890974402428,0.107535079122,0.00149045290891
15587,0.880675256252,0.0795620381832,0.039762660861
1563,0.432677328587,0.219420492649,0.347902148962
8252,0.654409050941,0.342480331659,0.00311058061197
17802,0.396359831095,0.0795741528273,0.524066030979
2738,0.925845861435,0.0712510868907,0.00290305935778
9896,0.850032091141,0.147224962711,0.00274299760349
14609,0.996228337288,0.00360802561045,0.000163664517459
10463,0.996317505836,0.00339267472737,0.000289778632578
1280,0.405784785748,0.2716807127,0.32253447175
