id,predict_0,predict_1,predict_2,real
14121,0.972337543964,0.0274512246251,0.00021126777574,1
9320,0.963552057743,0.0358102507889,0.00063764594961,0
14394,0.636789739132,0.361395686865,0.0018145183567,1
8218,0.208164349198,0.735596716404,0.0562389418483,1
14804,0.541997849941,0.41563102603,0.0423711612821,0
1080,0.498937904835,0.381325095892,0.119737058878,0
9731,0.873135924339,0.119979679585,0.00688444403931,0
15505,0.95528537035,0.0443359911442,0.000378655153327,0
3443,0.605213463306,0.394178003073,0.000608545087744,1
13300,0.744315743446,0.205380186439,0.0503040850163,1
8976,0.111047171056,0.670550167561,0.218402639031,1
7965,0.605213463306,0.394178003073,0.000608545087744,0
10342,0.63574552536,0.275772839785,0.0884816125035,0
6741,0.371606349945,0.580930769444,0.0474628582597,1
7187,0.674034237862,0.285957336426,0.0400084145367,0
16780,0.487951606512,0.50873041153,0.00331797008403,0
14195,0.671531736851,0.327846229076,0.000622028484941,0
14025,0.772107958794,0.200604200363,0.0272878427058,0
8548,0.575965225697,0.374200075865,0.0498346984386,1
9566,0.887805640697,0.0792898237705,0.0329045243561,0
15652,0.585197746754,0.328379571438,0.0864226445556,0
3931,0.520689070225,0.436798810959,0.0425121299922,0
4557,0.936183929443,0.0609814561903,0.00283461925574,0
3610,0.940217673779,0.0593406185508,0.00044170639012,0
16574,0.88864159584,0.10108461231,0.0102738169953,0
7504,0.314994096756,0.651605129242,0.0334008000791,1
9735,0.915686011314,0.0698012039065,0.0145128099248,0
14048,0.563990116119,0.394513100386,0.0414967723191,1
6769,0.246455460787,0.689986467361,0.0635580718517,0
2514,0.866977393627,0.119606509805,0.0134161226451,0
896,0.602314829826,0.342895567417,0.0547896064818,0
4757,0.996098518372,0.0038276524283,7.38170492696e-05,0
16358,0.69828826189,0.288512647152,0.0131991105154,1
11810,0.88805526495,0.111501917243,0.000442833348643,0
7274,0.237432211637,0.597578048706,0.164989694953,1
2972,0.953619658947,0.0457492806017,0.000631073082332,0
7392,0.717517495155,0.281826794147,0.00065573171014,0
6824,0.951428830624,0.0468253605068,0.00174584705383,0
4311,0.592416346073,0.0352942049503,0.372289448977,2
12261,0.369019985199,0.511870980263,0.119109004736,2
14752,0.835893630981,0.117968425155,0.0461379252374,0
14992,0.175784170628,0.783241391182,0.0409744046628,2
967,0.547920405865,0.285942345858,0.166137292981,2
8059,0.840520679951,0.156492516398,0.00298679363914,0
13406,0.801397562027,0.157486915588,0.0411154925823,0
11424,0.994689226151,0.00516873039305,0.00014202206512,0
3945,0.163922399282,0.0484805256128,0.787597060204,2
10351,0.681163609028,0.253931313753,0.0649050697684,2
2272,0.859041035175,0.140396371484,0.000562549510505,0
10752,0.666686534882,0.332713097334,0.000600355269853,1
17096,0.0340260192752,0.0456903427839,0.920283615589,2
17314,0.435664743185,0.117707759142,0.446627467871,2
12770,0.36695754528,0.565158903599,0.0678835213184,1
3304,0.38072603941,0.217899158597,0.401374787092,1
9012,0.69828826189,0.288512647152,0.0131991105154,0
9928,0.316223263741,0.040969889611,0.642806828022,2
297,0.295689940453,0.528897702694,0.175412327051,2
5751,0.899077773094,0.100523017347,0.000399230309995,0
17692,0.372173666954,0.612487077713,0.0153392842039,1
3688,0.959283053875,0.0402662940323,0.000450663123047,0
3425,0.201077833772,0.754723012447,0.0441992022097,1
7871,0.372881442308,0.282333880663,0.344784647226,1
10013,0.561845958233,0.42917740345,0.00897660292685,0
13832,0.187920793891,0.794054806232,0.0180243831128,1
11743,0.289754807949,0.234356254339,0.475888907909,1
10099,0.753843963146,0.209619253874,0.0365368500352,1
16682,0.177366137505,0.790290176868,0.0323436744511,1
10156,0.733463048935,0.265937834978,0.000599100196268,1
16154,0.690055608749,0.306724578142,0.00321983778849,0
14176,0.566359698772,0.430534929037,0.00310538127087,1
14964,0.281613498926,0.115606240928,0.602780282497,2
12896,0.0990511402488,0.161017090082,0.739931762218,2
7288,0.332302123308,0.0413117185235,0.626386106014,2
15882,0.796270370483,0.169232919812,0.034496743232,0
12441,0.498245328665,0.456501215696,0.04525347054,1
17248,0.689315676689,0.309434592724,0.00124970974866,0
16745,0.85310125351,0.121958084404,0.0249406341463,0
5315,0.405859053135,0.30754005909,0.286600917578,0
17118,0.594334065914,0.381118178368,0.0245477538556,1
7725,0.937793493271,0.0573756098747,0.0048308884725,0
2311,0.853312134743,0.14542619884,0.00126159167849,0
4292,0.765686452389,0.220377117395,0.0139364805073,0
15773,0.973352432251,0.0264583025128,0.000189272832358,0
6531,0.977661311626,0.0221505910158,0.000188017758774,0
16009,0.576935470104,0.402480483055,0.020584050566,0
11930,0.9706620574,0.0291295256466,0.00020838182536,0
8541,0.973352432251,0.0264583025128,0.000189272832358,0
11019,0.683542072773,0.247778266668,0.0686796754599,0
8274,0.865582466125,0.133964344859,0.00045316136675,0
722,0.549447894096,0.410125315189,0.0404267981648,0
12305,0.636789739132,0.361395686865,0.0018145183567,1
11444,0.646218895912,0.300069391727,0.0537117645144,1
4006,0.49649694562,0.278706729412,0.224796339869,1
9231,0.490578234196,0.464796304703,0.044625479728,1
6821,0.97169983387,0.027819884941,0.00048031823826,0
12888,0.599558711052,0.397295087576,0.00314615643583,0
6779,0.419159412384,0.580294430256,0.000546148512512,0
11232,0.418882608414,0.579861819744,0.00125561503228,0
11685,0.0851362198591,0.583641350269,0.331222474575,2
1318,0.517711639404,0.417616188526,0.0646721720695,1
909,0.867489159107,0.120382010937,0.0121288318187,1
18511,0.314636528492,0.649917066097,0.0354464016855,1
16460,0.990101575851,0.00962229631841,0.000276098813629,0
12008,0.972337543964,0.0274512246251,0.00021126777574,0
6811,0.995354771614,0.00454484624788,0.000100409546576,0
16071,0.800688743591,0.162951216102,0.0363600589335,0
4486,0.592662751675,0.347854942083,0.0594823099673,0
183,0.291741281748,0.670996546745,0.0372622087598,1
5729,0.939932703972,0.0593226365745,0.000744632561691,0
15368,0.440931886435,0.444343835115,0.114724315703,0
5064,0.654701471329,0.173552721739,0.171745836735,0
11530,0.873487889767,0.126068159938,0.000444027100457,0
14860,0.549447894096,0.410125315189,0.0404267981648,0
13166,0.954542458057,0.0416516065598,0.0038058727514,0
14528,0.880455195904,0.119055271149,0.000489583180752,0
4202,0.747323036194,0.240911588073,0.0117653077468,1
3916,0.126892358065,0.570185899734,0.302921772003,1
11454,0.69828826189,0.288512647152,0.0131991105154,1
12297,0.871660172939,0.0920977517962,0.0362421013415,0
553,0.143795222044,0.102502338588,0.75370246172,0
10390,0.263070821762,0.699559926987,0.0373692587018,1
5056,0.897905647755,0.101454265416,0.000640062789898,0
10503,0.655411779881,0.344007879496,0.000580364488997,0
1835,0.480357825756,0.454966902733,0.0646752566099,1
10085,0.99889010191,0.00107013946399,3.97756339225e-05,0
13807,0.322392165661,0.30957236886,0.368035435677,0
11318,0.995971024036,0.00394088681787,8.80181032699e-05,0
533,0.940217673779,0.0593406185508,0.00044170639012,0
10538,0.755384624004,0.195420667529,0.04919475317,1
11549,0.80674546957,0.183745920658,0.00950863119215,0
16900,0.973060905933,0.0240657385439,0.00287333945744,0
599,0.80674546957,0.183745920658,0.00950863119215,0
11700,0.451993107796,0.433419346809,0.114587545395,0
18331,0.782495081425,0.203262522817,0.014242419973,0
5381,0.304773300886,0.196247518063,0.498979210854,2
13638,0.659313559532,0.0986854359508,0.242000982165,0
2703,0.851525127888,0.121732756495,0.0267421193421,0
13686,0.30750399828,0.149217873812,0.543278157711,0
6240,0.0683563575149,0.0647943094373,0.86684936285,2
8546,0.0159173309803,0.00949281360954,0.974589884281,0
4578,0.559385478497,0.430593848228,0.0100206676871,0
15870,0.0921214669943,0.0349843762815,0.8728941679,0
17084,0.919084072113,0.0799708664417,0.000945070118178,0
4114,0.571992993355,0.363320410252,0.0646866634488,0
8011,0.842821478844,0.118946135044,0.0382323861122,0
6588,0.978316009045,0.0214763265103,0.000207599907299,0
12490,0.590201795101,0.316773921251,0.0930243134499,2
3975,0.988259315491,0.0115927383304,0.000147975457367,0
4720,0.860105335712,0.13940371573,0.000490996404551,0
15209,0.880313873291,0.0860424935818,0.0336436145008,0
6092,0.899462342262,0.0920081883669,0.00852948706597,1
9426,0.3376763165,0.117934159935,0.544389486313,0
2307,0.972337543964,0.0274512246251,0.00021126777574,0
13291,0.363198846579,0.599209725857,0.0375914461911,0
17245,0.559385478497,0.430593848228,0.0100206676871,1
11726,0.972444176674,0.0235434975475,0.00401225592941,0
15486,0.696993172169,0.174132853746,0.128873944283,0
9033,0.606626570225,0.348739624023,0.0446338392794,2
9959,0.359043389559,0.56462174654,0.0763348415494,0
3798,0.99889010191,0.00107013946399,3.97756339225e-05,0
15624,0.223583102226,0.315401941538,0.461015015841,1
5995,0.752507805824,0.246910557151,0.000581639644224,0
9644,0.547180831432,0.412559181452,0.0402599945664,0
10779,0.99074614048,0.0091412756592,0.000112617737614,0
9734,0.820660173893,0.178744450212,0.000595335790422,1
14954,0.414842903614,0.467822879553,0.117334224284,1
15493,0.759225308895,0.226423799992,0.0143509488553,0
6222,0.30613681674,0.660685420036,0.0331777185202,1
17390,0.687362849712,0.308617889881,0.00401920219883,1
6826,0.30613681674,0.660685420036,0.0331777185202,1
8611,0.258182317019,0.660535633564,0.0812821015716,2
9087,0.91069573164,0.0842933505774,0.00501088332385,0
17472,0.298005521297,0.667137026787,0.0348574407399,1
12760,0.88805526495,0.111501917243,0.000442833348643,0
4963,0.331333458424,0.126202657819,0.542463898659,2
6225,0.0490740947425,0.175837561488,0.775088310242,1
7959,0.494425088167,0.489234119654,0.0163407754153,0
1773,0.510682106018,0.461714446545,0.0276034492999,1
6136,0.94877654314,0.0509448125958,0.000278643186903,1
5965,0.260630309582,0.606137752533,0.133231937885,1
5390,0.899077773094,0.100523017347,0.000399230309995,0
13663,0.644560277462,0.196076348424,0.159363389015,2
4501,0.786474883556,0.198659047484,0.0148660233244,0
13442,0.21457400918,0.756728649139,0.0286973584443,1
6958,0.761593580246,0.220889881253,0.0175165757537,0
16339,0.376139879227,0.568935930729,0.0549241937697,0
9372,0.547263145447,0.303685724735,0.149051129818,0
5576,0.314994096756,0.651605129242,0.0334008000791,1
663,0.0586160123348,0.165951356292,0.77543258667,0
1473,0.323810845613,0.585315227509,0.0908739566803,1
949,0.399559915066,0.451683104038,0.148756921291,0
10513,0.577482283115,0.365821629763,0.0566961318254,0
14289,0.569788753986,0.371284931898,0.0589263178408,1
15260,0.917365968227,0.0815110951662,0.00112294999417,0
9812,0.831291496754,0.136264353991,0.0324441865087,0
4916,0.199729785323,0.185722351074,0.614547848701,2
17515,0.345545649529,0.623021781445,0.0314325727522,2
17388,0.88805526495,0.111501917243,0.000442833348643,0
4450,0.923426032066,0.0731727033854,0.00340130855329,0
16258,0.957463502884,0.0399060696363,0.00263041444123,0
10528,0.677721679211,0.320436865091,0.0018414434744,0
4003,0.898528695107,0.101015254855,0.000456036388641,1
3954,0.695417940617,0.302692562342,0.00188952602912,1
13945,0.557569146156,0.425043612719,0.0173871982843,1
15607,0.621871948242,0.364998847246,0.0131291821599,0
11897,0.528298854828,0.224045097828,0.247656032443,0
12609,0.864107847214,0.123531572521,0.0123605681583,0
10122,0.998782932758,0.00117698393296,4.01254474127e-05,0
