id,predict_0,predict_1,predict_2
11066,0.976836979389,0.0224945619702,0.000668409105856
18000,0.251806646585,0.0779075473547,0.670285820961
16964,0.994307219982,0.0052796122618,0.000413174857385
4795,0.8766695261,0.118321835995,0.00500867143273
3392,0.210034057498,0.760753571987,0.0292124245316
3795,0.154362007976,0.83192461729,0.0137133831158
2881,0.85946393013,0.139568313956,0.000967772793956
1903,0.105563603342,0.0563115403056,0.838124871254
5245,0.911050260067,0.0841937884688,0.00475593050942
6726,0.892751097679,0.103210695088,0.00403825659305
1311,0.903395414352,0.0960043892264,0.000600271800067
15795,0.461074978113,0.538321495056,0.000603532535024
4315,0.813185751438,0.169296815991,0.0175174325705
3393,0.365847885609,0.0830925256014,0.551059603691
6764,0.885885834694,0.0866406187415,0.0274735633284
13039,0.598455071449,0.400866836309,0.000678115407936
12331,0.840489506721,0.10481505096,0.0546954758465
14276,0.545242786407,0.416007041931,0.0387502126396
14638,0.958279132843,0.0411976240575,0.000523230293766
6573,0.993758797646,0.00608225539327,0.000158931870828
2222,0.318087935448,0.0518928542733,0.630019187927
8824,0.994780063629,0.00508908042684,0.000130936809001
6360,0.615591645241,0.355313122272,0.0290952175856
7553,0.301736503839,0.0700098052621,0.628253698349
13760,0.331501185894,0.595513284206,0.0729854851961
4284,0.720541417599,0.248784825206,0.0306737478822
1356,0.849666059017,0.11466781795,0.0356660634279
3410,0.977015256882,0.02188372612,0.00110105262138
4830,0.42126083374,0.531865298748,0.046873871237
8998,0.306107252836,0.665009021759,0.0288836974651
18052,0.988929569721,0.0106148114428,0.000455603731098
7539,0.941756784916,0.0579214319587,0.000321749335853
9529,0.964000701904,0.034541234374,0.00145809352398
3656,0.923295736313,0.0663258805871,0.0103783681989
14238,0.687071502209,0.250455319881,0.0624731183052
2682,0.548262655735,0.451016634703,0.000720732903574
7312,0.611539900303,0.307870209217,0.0805898830295
12971,0.860569596291,0.106192864478,0.0332375392318
10735,0.566721320152,0.432636529207,0.000642157567199
