id,fault_severity,real
14121,0.071068706523,1.000000
9320,0.1102389651,0.000000
14394,0.187697456074,1.000000
8218,0.861089715941,1.000000
14804,0.214989079726,0.000000
1080,0.505442257155,0.000000
9731,0.190087705596,0.000000
15505,0.112854494303,0.000000
3443,0.422090318853,1.000000
13300,0.663947550972,1.000000
8976,0.655537073992,1.000000
7965,0.422090318853,0.000000
10342,0.444003623028,0.000000
6741,0.561402354714,1.000000
7187,0.283818927343,0.000000
16780,0.610086620004,0.000000
14195,0.463137534802,0.000000
14025,0.687221237359,0.000000
8548,0.398296988961,1.000000
9566,0.472605458857,0.000000
15652,0.527821239866,0.000000
3931,0.505991523527,0.000000
4557,0.077945168182,0.000000
3610,0.0665569805215,0.000000
16574,0.224661778408,0.000000
7504,0.715032172724,1.000000
9735,0.36854072204,0.000000
14048,0.659163374724,1.000000
6769,0.736612882589,0.000000
2514,0.125733222891,0.000000
896,0.317534206648,0.000000
4757,0.0250053207917,0.000000
16358,0.291070614505,1.000000
11810,0.125293789236,0.000000
7274,0.746780927487,1.000000
2972,0.0505351893027,0.000000
7392,0.269227880999,0.000000
6824,0.0366183749303,0.000000
4311,0.411947105713,1.000000
12261,0.455401177238,1.000000
14752,0.189876198285,0.000000
14992,0.682052603045,1.000000
967,0.558008260227,1.000000
8059,0.286639368703,0.000000
13406,0.565985366811,0.000000
11424,0.0650949417848,0.000000
3945,0.618715348716,1.000000
10351,0.589377284316,1.000000
2272,0.149342329052,0.000000
10752,0.30163965459,1.000000
17096,0.755313478529,1.000000
17314,0.659527105003,1.000000
12770,0.59295346308,1.000000
3304,0.175119242607,1.000000
9012,0.291070614505,0.000000
9928,0.453774477864,1.000000
297,0.572479159074,1.000000
5751,0.0814947497478,0.000000
17692,0.426059819602,1.000000
3688,0.0580084819898,0.000000
3425,0.741642736048,1.000000
7871,0.681285647283,1.000000
10013,0.359179361753,0.000000
13832,0.727004377691,1.000000
11743,0.620572457709,1.000000
10099,0.557082919739,1.000000
16682,0.740019986595,1.000000
10156,0.173498937921,1.000000
16154,0.470508236712,0.000000
14176,0.360212358058,1.000000
14964,0.754881518736,1.000000
12896,0.852361354364,1.000000
7288,0.508432999554,1.000000
15882,0.428378517681,0.000000
12441,0.859081109034,1.000000
17248,0.275465878943,0.000000
16745,0.261066229833,0.000000
5315,0.536867481116,0.000000
17118,0.708623333743,1.000000
7725,0.145708624415,0.000000
2311,0.0952520918268,0.000000
4292,0.166290907393,0.000000
15773,0.0521137071916,0.000000
6531,0.0848692296472,0.000000
16009,0.395359222561,0.000000
11930,0.049574976866,0.000000
8541,0.0203938248024,0.000000
11019,0.299632420528,0.000000
8274,0.169909082283,0.000000
722,0.651202863852,0.000000
12305,0.187697456074,1.000000
11444,0.515195903554,1.000000
4006,0.763930890267,1.000000
9231,0.566239919065,1.000000
6821,0.0549700937636,0.000000
12888,0.453306939007,0.000000
6779,0.724432411426,0.000000
11232,0.264570928178,0.000000
11685,0.793075347232,1.000000
1318,0.526558030495,1.000000
909,0.111412998472,1.000000
18511,0.63621922281,1.000000
16460,0.0741645545889,0.000000
12008,0.0813562313645,0.000000
6811,0.0338181061352,0.000000
16071,0.151661324086,0.000000
4486,0.418179549261,0.000000
183,0.533818898847,1.000000
5729,0.0569582367119,0.000000
15368,0.375948906139,0.000000
5064,0.390234187406,0.000000
11530,0.0936959229466,0.000000
14860,0.663470091394,0.000000
13166,0.121794737636,0.000000
14528,0.0345150443372,0.000000
4202,0.417797800483,1.000000
3916,0.809628544492,1.000000
11454,0.291070614505,1.000000
12297,0.481766447051,0.000000
553,0.673215931994,0.000000
10390,0.909220581021,1.000000
5056,0.0340147421759,0.000000
10503,0.275493566945,0.000000
1835,0.421471251861,1.000000
10085,0.0763123303655,0.000000
13807,0.679196256634,0.000000
11318,0.0190074968913,0.000000
533,0.0665569805215,0.000000
10538,0.446759416,1.000000
11549,0.229410964691,0.000000
16900,0.18169213169,0.000000
599,0.229410964691,0.000000
11700,0.79749798896,0.000000
18331,0.151502821329,0.000000
5381,0.453791894257,1.000000
13638,0.336004815719,0.000000
2703,0.362796615298,0.000000
13686,0.397569178587,0.000000
6240,0.74626681476,1.000000
8546,0.406194004122,0.000000
4578,0.389066209543,0.000000
15870,0.545193764632,0.000000
17084,0.0826571596108,0.000000
4114,0.492669532252,0.000000
8011,0.425327583121,0.000000
6588,0.0172408245079,0.000000
12490,0.390504471206,1.000000
3975,0.113960684323,0.000000
4720,0.132095053002,0.000000
15209,0.382929074321,0.000000
6092,0.288380295942,1.000000
9426,0.536343892041,0.000000
2307,0.0526519855019,0.000000
13291,0.724539385767,0.000000
17245,0.427378838571,1.000000
11726,0.3830530763,0.000000
15486,0.330806912351,0.000000
9033,0.433883252457,1.000000
9959,0.685850185002,0.000000
3798,0.0550633887638,0.000000
15624,0.801870907724,1.000000
5995,0.20783422195,0.000000
9644,0.501679812651,0.000000
10779,0.0253441719195,0.000000
9734,0.363101308485,1.000000
14954,0.357402264294,1.000000
15493,0.277964931773,0.000000
6222,0.691077470183,1.000000
17390,0.336042770121,1.000000
6826,0.691077470183,1.000000
8611,0.657908216873,1.000000
9087,0.427537993269,0.000000
17472,0.742496346647,1.000000
12760,0.125293789236,0.000000
4963,0.563166379968,1.000000
6225,0.913684095612,1.000000
7959,0.505757639869,0.000000
1773,0.450819302193,1.000000
6136,0.147158487464,1.000000
5965,0.562446187173,1.000000
5390,0.0814947497478,0.000000
13663,0.606424553236,1.000000
4501,0.295337133324,0.000000
13442,0.777154605206,1.000000
6958,0.207577720298,0.000000
16339,0.5067344661,0.000000
9372,0.626018237519,0.000000
5576,0.654821229825,1.000000
663,0.914219937158,0.000000
1473,0.628393986967,1.000000
949,0.468195419496,0.000000
10513,0.528165897771,0.000000
14289,0.30609615477,1.000000
15260,0.125461259521,0.000000
9812,0.397803052278,0.000000
4916,0.607325694732,1.000000
17515,0.357235320903,1.000000
17388,0.125293789236,0.000000
4450,0.115890961011,0.000000
16258,0.132800291961,0.000000
10528,0.38364824246,0.000000
4003,0.112639898628,1.000000
3954,0.207684169999,1.000000
13945,0.420119986247,1.000000
15607,0.315729732337,0.000000
11897,0.595914977332,0.000000
12609,0.523477467362,0.000000
10122,0.00594911824275,0.000000
7886,0.0332001198676,0.000000
15771,0.484643689682,0.000000
17681,0.513489595192,0.000000
15863,0.524293240693,1.000000
17690,0.540635838764,1.000000
8606,0.0539717770719,0.000000
11362,0.119611854385,0.000000
4604,0.51428036004,0.000000
5480,0.0138381409524,0.000000
12277,0.441024376286,1.000000
1400,0.111808335147,0.000000
6687,0.111056404914,0.000000
11153,0.112418230766,0.000000
8313,0.51357567726,1.000000
5787,0.422090318853,0.000000
741,0.685865508414,0.000000
16502,0.507695030824,0.000000
4036,0.776478435612,0.000000
5029,0.291070614505,0.000000
18158,0.669754851775,1.000000
18441,0.0671767838094,0.000000
4268,0.10624497061,0.000000
4092,0.856904705247,0.000000
16819,0.0457125585449,0.000000
7774,0.736433530642,1.000000
5824,0.076786118273,0.000000
7295,0.504663730241,1.000000
18146,0.401256263007,0.000000
17409,0.768957419527,1.000000
6095,0.405812674804,0.000000
9032,0.31582266299,0.000000
5210,0.0599758802551,0.000000
11177,0.0985753281897,0.000000
12324,0.594646625309,1.000000
1697,0.363221742553,0.000000
3106,0.231347767767,1.000000
7824,0.115827646418,0.000000
2588,0.635164165211,0.000000
13644,0.0665569805215,0.000000
13082,0.00752042797565,0.000000
8150,0.112010101745,0.000000
6234,0.475135761915,0.000000
10350,0.143356354662,0.000000
13538,0.145708624415,0.000000
2338,0.0894357464683,0.000000
17947,0.0652301346871,0.000000
9786,0.503150898348,0.000000
9514,0.192350332534,0.000000
13670,0.19476909867,0.000000
15482,0.596574531271,0.000000
12517,0.327759304457,1.000000
411,0.672527368977,1.000000
10237,0.492506852849,0.000000
12734,0.66580578038,0.000000
10863,0.125293789236,0.000000
11390,0.197649810779,0.000000
5260,0.707780796129,0.000000
8244,0.105558448228,1.000000
4161,0.725282478661,1.000000
16354,0.429673431717,0.000000
15236,0.072808709516,0.000000
14877,0.5067344661,0.000000
4810,0.0546285607458,0.000000
4637,0.286639368703,0.000000
14124,0.492669532252,1.000000
4737,0.0577320602161,0.000000
5377,0.674271579102,1.000000
14696,0.640094828105,0.000000
2880,0.348372943682,1.000000
17021,0.0414347112445,0.000000
11043,0.0981986566004,0.000000
6,0.610086620004,1.000000
2380,0.786209821957,1.000000
6563,0.128855787181,0.000000
2273,0.37257539576,0.000000
1743,0.473248357275,1.000000
12919,0.669754851775,1.000000
7922,0.809378499732,0.000000
8201,0.208780940107,0.000000
13659,0.150969490614,0.000000
2861,0.536614721635,0.000000
17883,0.60566362604,1.000000
17057,0.0197305371254,0.000000
12316,0.534562960261,0.000000
12541,0.462219969689,0.000000
363,0.443907306947,0.000000
4166,0.455742420008,1.000000
8354,0.702449830594,0.000000
9160,0.708031340686,1.000000
1476,0.0802144467108,0.000000
8193,0.219260034242,1.000000
12708,0.338707235264,1.000000
13410,0.187291285262,0.000000
12066,0.0360411793066,0.000000
8570,0.348281369712,0.000000
4204,0.243279027101,0.000000
18290,0.101632548906,0.000000
11441,0.736433530642,1.000000
17975,0.485915188134,1.000000
11262,0.419387913468,0.000000
3768,0.409961593309,0.000000
11418,0.0807776085904,0.000000
13813,0.808217450686,1.000000
1665,0.732008121234,1.000000
4170,0.229410964691,0.000000
12798,0.413520947405,0.000000
681,0.31582266299,0.000000
319,0.322280100137,0.000000
17956,0.0507534379248,0.000000
429,0.362722382106,0.000000
6663,0.628393986967,1.000000
10586,0.251712855779,1.000000
8583,0.257198291506,0.000000
8030,0.102168146451,0.000000
5099,0.0528299450731,0.000000
446,0.68678854783,1.000000
5725,0.688453107966,1.000000
15436,0.822271626764,0.000000
6758,0.0171535197269,0.000000
6449,0.022126873157,0.000000
4552,0.773205334253,1.000000
17865,0.667581002002,0.000000
1645,0.865123960474,1.000000
1308,0.221759235805,0.000000
8781,0.048127481301,1.000000
831,0.0352636277725,0.000000
15145,0.474102625261,0.000000
17654,0.0685411354604,0.000000
603,0.093541122174,0.000000
5962,0.314275303114,0.000000
11520,0.492669532252,0.000000
10341,0.176905279472,0.000000
5070,0.722228599857,0.000000
1197,0.0737798000641,0.000000
6187,0.759900539752,1.000000
733,0.404506042088,0.000000
2242,0.12529676867,0.000000
479,0.56550775373,0.000000
12362,0.0441551581083,0.000000
14596,0.196675182636,0.000000
6801,0.626101434143,1.000000
4896,0.234964202326,1.000000
3287,0.716301977319,1.000000
8377,0.301581308876,1.000000
14233,0.293156708119,0.000000
5065,0.275518809159,0.000000
6233,0.101011153055,0.000000
4160,0.291070614505,0.000000
16840,0.0790826738735,0.000000
18192,0.145708624415,0.000000
7711,0.252023320126,0.000000
7254,0.859418062308,1.000000
3214,0.477088217856,0.000000
14597,0.118678676577,1.000000
15086,0.817691427503,1.000000
8686,0.530204667816,0.000000
16989,0.772051016825,1.000000
420,0.931533626807,0.000000
16891,0.0733696423394,0.000000
8046,0.667013782418,1.000000
