id,real,predict_0,predict_1,predict_2
14121,1.0,0.928931293477,0.0696390670137,0.00142963950926
9320,0.0,0.8897610349,0.108653942988,0.00158502211248
14394,1.0,0.812302543926,0.186765359671,0.00093209640275
8218,1.0,0.138910284059,0.791728266488,0.0693614494535
14804,0.0,0.785010920274,0.209832947089,0.0051561326374
1080,0.0,0.494557742845,0.385523541628,0.119918715527
9731,0.0,0.809912294404,0.115946583409,0.0741411221868
15505,0.0,0.887145505697,0.112650670557,0.000203823745597
3443,1.0,0.577909681147,0.421730951278,0.000359367575226
13300,1.0,0.336052449028,0.209013335689,0.454934215283
8976,1.0,0.344462926008,0.496148658108,0.159388415884
7965,0.0,0.577909681147,0.421730951278,0.000359367575226
10342,0.0,0.555996376972,0.3490174725,0.0949861505276
6741,1.0,0.438597645286,0.484719392621,0.0766829620933
7187,0.0,0.716181072657,0.229012884566,0.0548060427771
16780,0.0,0.389913379996,0.602681832371,0.00740478763257
14195,0.0,0.536862465198,0.462961673043,0.000175861758887
14025,0.0,0.312778762641,0.380979505632,0.306241731727
8548,1.0,0.601703011039,0.276294793661,0.1220021953
9566,0.0,0.527394541143,0.093926134698,0.378679324159
15652,0.0,0.472178760134,0.330426541927,0.197394697939
3931,0.0,0.494008476473,0.446544419308,0.0594471042186
4557,0.0,0.922054831818,0.0561111539356,0.0218340142464
3610,0.0,0.933443019478,0.0608690152333,0.00568796528823
16574,0.0,0.775338221592,0.181479689373,0.0431820890352
7504,1.0,0.284967827276,0.675788173521,0.0392439992026
9735,0.0,0.63145927796,0.090286776027,0.278253946013
14048,1.0,0.340836625276,0.356803114359,0.302360260365
6769,0.0,0.263387117411,0.619595445546,0.117017437043
2514,0.0,0.874266777109,0.100233588283,0.0254996346084
896,0.0,0.682465793352,0.265679873002,0.0518543336459
4757,0.0,0.974994679208,0.0241337409801,0.00087157981161
16358,1.0,0.708929385495,0.243170877253,0.047899737252
11810,0.0,0.874706210764,0.124476381039,0.000817408197469
7274,1.0,0.253219072513,0.591773612217,0.15500731527
2972,0.0,0.949464810697,0.0495229749353,0.0010122143674
7392,0.0,0.730772119001,0.269015625412,0.000212255586713
6824,0.0,0.96338162507,0.0254486718657,0.0111697030646
4311,1.0,0.588052894287,0.132105025734,0.279842079979
12261,1.0,0.544598822762,0.369873179745,0.0855279974928
14752,0.0,0.810123801715,0.112927285792,0.0769489124926
14992,1.0,0.317947396955,0.648048877324,0.0340037257214
967,1.0,0.441991739773,0.321131991955,0.236876268272
8059,0.0,0.713360631297,0.230647900969,0.0559914677337
13406,0.0,0.434014633189,0.498083562768,0.0679018040426
11424,0.0,0.934905058215,0.0646923600219,0.000402581762866
3945,1.0,0.381284651284,0.080930593837,0.537784754879
10351,1.0,0.410622715684,0.354714044809,0.234663239507
2272,0.0,0.850657670948,0.149038580805,0.000303748246513
10752,1.0,0.69836034541,0.301122872928,0.000516781661741
17096,1.0,0.244686521471,0.286887428597,0.468426049932
17314,1.0,0.340472894997,0.212998938901,0.446528166102
12770,1.0,0.40704653692,0.441892872153,0.151060590927
3304,1.0,0.824880757393,0.135388505431,0.0397307371758
9012,0.0,0.708929385495,0.243170877253,0.047899737252
9928,1.0,0.546225522136,0.175106931582,0.278667546282
297,1.0,0.427520840926,0.475217184977,0.0972619740968
5751,0.0,0.918505250252,0.0806074506601,0.000887299087692
17692,1.0,0.573940180398,0.411478941499,0.0145808781032
3688,0.0,0.94199151801,0.0514413322038,0.006567149786
3425,1.0,0.258357263952,0.592677671966,0.148965064082
7871,1.0,0.318714352717,0.181495679345,0.499789967938
10013,0.0,0.640820638247,0.34514290506,0.014036456693
13832,1.0,0.272995622309,0.67616073203,0.0508436456606
11743,1.0,0.379427542291,0.303571442302,0.317001015407
10099,1.0,0.442917080261,0.456284274768,0.100798644971
16682,1.0,0.259980013405,0.696613604726,0.0434063818694
10156,1.0,0.826501062079,0.173345991737,0.00015294618416
16154,0.0,0.529491763288,0.346949092144,0.123559144568
14176,1.0,0.639787641942,0.352381010635,0.0078313474227
14964,1.0,0.245118481264,0.248336172959,0.506545345777
12896,1.0,0.147638645636,0.216097775288,0.636263579076
7288,1.0,0.491567000446,0.163610515288,0.344822484266
15882,0.0,0.571621482319,0.177713109665,0.250665408016
12441,1.0,0.140918890966,0.852816334099,0.00626477493513
17248,0.0,0.724534121057,0.275419356556,4.65223871551e-05
16745,0.0,0.738933770167,0.081033795986,0.180032433847
5315,0.0,0.463132518884,0.130802995778,0.406064485338
17118,1.0,0.291376666257,0.56181373551,0.146809598233
7725,0.0,0.854291375585,0.118516382201,0.0271922422141
2311,0.0,0.904747908173,0.0948875175073,0.000364574319462
4292,0.0,0.833709092607,0.117132972947,0.049157934446
15773,0.0,0.947886292808,0.0507816943422,0.00133201284939
6531,0.0,0.915130770353,0.0845206885847,0.000348541062505
16009,0.0,0.604640777439,0.367948818867,0.0274104036944
11930,0.0,0.950425023134,0.0484006565484,0.00117432031755
8541,0.0,0.979606175198,0.019117312386,0.00127651241643
11019,0.0,0.700367579472,0.254151857892,0.0454805626355
8274,0.0,0.830090917717,0.169815813119,9.32691635597e-05
722,0.0,0.348797136148,0.404997676021,0.246205187831
12305,1.0,0.812302543926,0.186765359671,0.00093209640275
11444,1.0,0.484804096446,0.192081969193,0.323113934361
4006,1.0,0.236069109733,0.292363959412,0.471566930855
9231,1.0,0.433760080935,0.419315249857,0.146924669208
6821,0.0,0.945029906236,0.0545008430073,0.000469250756327
12888,0.0,0.546693060993,0.442267905591,0.0110390334158
6779,0.0,0.275567588574,0.724252764415,0.000179647011204
11232,0.0,0.735429071822,0.263593985269,0.000976942908768
11685,1.0,0.206924652768,0.642554814612,0.15052053262
1318,1.0,0.473441969505,0.500784534258,0.0257734962369
909,1.0,0.888587001528,0.0902692727962,0.0211437256758
18511,1.0,0.36378077719,0.581877687348,0.0543415354619
16460,0.0,0.925835445411,0.0734761562639,0.000688398324998
12008,0.0,0.918643768636,0.0801568202425,0.00119941112202
6811,0.0,0.966181893865,0.033360180259,0.000457925876217
16071,0.0,0.848338675914,0.134783527795,0.0168777962911
4486,0.0,0.581820450739,0.292675384306,0.125504164955
183,1.0,0.466181101153,0.430560664332,0.103258234515
5729,0.0,0.943041763288,0.0471321781983,0.00982605851359
15368,0.0,0.624051093861,0.267887580191,0.108061325948
5064,0.0,0.609765812594,0.275959959012,0.114274228394
11530,0.0,0.906304077053,0.092719192308,0.0009767306386
14860,0.0,0.336529908606,0.369993696389,0.293476395005
13166,0.0,0.878205262364,0.097225378474,0.024569359162
14528,0.0,0.965484955663,0.0341050393052,0.000410005031973
4202,1.0,0.582202199517,0.363393074853,0.0544047256303
